idx,words,lid
18988,['Que' 'Buena' 'Comida' 'Iso' 'Mi' 'Ma' '💕👌'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18989,['No' 'MAMEN' '😂😂😂😂'],['lang2' 'lang2' 'other']
18990,['Uf' 'que' 'Hambre'],['lang2' 'lang2' 'lang2']
18991,['Tengo' 'Ganas' 'De' 'Un' 'Caldo' 'o;' '👌' '🍲🍜🍵'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']
18992,['Me' 'Puse' 'Bien' 'Peda' '😳'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
18993,['La' 'gripa' 'yo' 'me' 'la' 'vajo' 'con' 'la' 'tequila' '😛👌'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']"
18994,['@chelita1123' 'Sii' 'Wey' '😍👌😂😁'],['other' 'lang2' 'lang2' 'other']
18995,['Asta' 'ya' 'soy' 'Parte'],['lang2' 'lang2' 'lang2' 'lang2']
18996,['Dicen' 'que' 'ya' 'Mero' 'llegan' '😐'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18997,['Pues' 'aver' 'que' 'Pasa' '😂'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
18998,['No' 'soy' 'plato' 'De' 'segunda' 'Mesa' '✋'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18999,['@opablo81' 'Uyy' 'ya' 'caistes' 'bien' '😂💕' '!'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
19000,['Pero' 'Nomas' 'Fue' 'De' 'Pasadita'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19001,['Ya' 'Asta' 'me' 'las' 'pego' '😐'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19002,['Orasi' '😑'],['lang2' 'other']
19003,['Mañana' 'Si' 'Es' 'Peda' 'segura' '😎👌' 'Ijuuu'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'unk']
19004,['Banda' 'Roja' '👌'],['lang2' 'lang2' 'other']
19005,['Me' 'eh' 'dado' 'Cuenta' 'que' 'me' 'Miro' 'Mejor' 'sin' 'ti' '👌💕'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
19006,['Regulo' 'Caro' '💕👌'],['lang2' 'lang2' 'other']
19007,['Siento' 'que' 'aranco' 'la' 'carretera' '😎💕👌'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19008,['Ya' 'me' 'Kieren' 'Poner' 'Peda' '😂👌'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19009,['Se' 'me' 'Durmio' 'el' 'pie' '😂😭😭😭'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19010,['Por' 'Eso' 'Los' 'Kiero' 'Un' 'Chingo' '😁' '❤' '️'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']
19011,"['Ora' 'Si' 'Peda' 'segura' 'a' 'clebrar' 'que' 'el' 'Amor' 'Si' 'Existe'
 '(;']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
19012,"['@Martin3zz10' 'Tu' 'sakates' 'la' 'tentasion' 'Asi' 'que' 'andele' 'as'
 'el' 'favor' 'conpleto' '😭' '❤' '️👌']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']"
19013,['@Martin3zz10' 'Pos' 'Asta' 'Mejor' ';' 'b' '!!' 'Asme' 'Una' '💁'],"['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang2' 'lang2'
 'other']"
19014,['Tengo' 'Hambre' '😐'],['lang2' 'lang2' 'other']
19015,"['Aveses' 'Asta' 'Lo' 'Kiero' 'cancelar' 'pa' 'que' 'Pagar' 'Tanto'
 'dinero' 'Por' 'Algo' 'que' 'Ni' 'Uso' '😑']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
19016,['@chelita1123' '@princessstacy_' 'Lo' 'Feo' 'ya' 'no' 'Se' 'Kita' '😂😂😂😁'],['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19017,['I' 'Si' 'me' 'ago' 'Narca' '...' '😂😂😂😂'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
19018,['Dicen' 'que' 'la' 'coca' 'columbiana' 'Es' 'la' 'Mas' 'Buena' '(;' '💕'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other']"
19019,['Ayy' 'Ijuuuuuu' '😉'],['lang2' 'unk' 'other']
19020,['@chelita1123' '@princessstacy_' 'pos' 'que' 'Les' 'Diga' '😐'],['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19021,['El' 'corrido' 'del' 'katch'],['lang2' 'lang2' 'lang2' 'lang2']
19022,"['“' '@lauritacbaa' ':' 'Tener' 'la' 'maldita' 'costumbre' 'de'
 'enamorarte' 'de' 'la' 'persona' 'equivocada' 'c' ':' '”']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']"
19023,['Orita' 'Ando' 'con' 'todo' 'Pura' 'Actittud' 'positiva' '(;' '!!'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
19024,['“' '@AlexissBayybee_' ':' 'El' 'amor' 'apendeja' '..' '”'],['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other']
19025,"['“' '@QuotesNortenas_' ':' 'Si' 'me' 'quieres' 'pos' 'bueno' ',' 'si'
 'no' 'a' 'chingar' 'su' 'madre' 'pa' 'otro' 'lado' '.' '”']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other']"
19026,['Fuistes' 'Mi' 'Alguna' 'Ves' '💋'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
19027,"['Ya' 'no' 'soy' 'la' 'misma' 'Niña' 'que' 'conosistes' 'ace' 'Tiempo' '.'
 '!']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other']"
19028,['@Rafael_lugo_' 'Cansiones' '💁'],['other' 'lang2' 'other']
19029,['Ya' 'me' 'caiste' 'mal'],['lang2' 'lang2' 'lang2' 'lang2']
19030,['Cuando' 'me' 'veas' 'ni' 'me' 'hables' '😠'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19031,"['Tengo' 'Un' 'Corazon' 'De' 'Piedra' 'Asi' 'que' 'trates' 'Lo' 'que'
 'trates' 'nada' 'De' 'Lo' 'que' 'Agas' 'me' 'va' 'lastimar' '😎' '❤' '️']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'other']"
19032,['Ami' 'todos' 'me' 'la' 'Rifan'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19033,['Hijo' 'De' 'la' 'Chingada'],['lang2' 'lang2' 'lang2' 'lang2']
19034,['Que' 'Bueno' 'que' 'no' 'Somos' 'nada' '😐'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19035,['Aver' 'Cuanto' 'vajo'],['lang2' 'lang2' 'lang2']
19036,['@JavierCortez23' 'Haha' 'Tu' 'Nomas' 'Di' 'Que' 'Si' '💁'],['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19037,['@JavierCortez23' 'Ya' 'Tu' 'Saves' '💁😉'],['other' 'lang2' 'lang2' 'lang2' 'other']
19038,"['Se' 'Llego' 'el' 'fin' 'De' 'semana' 'Asi' 'que' 'Vamonos' 'a'
 'pachiangar' '😉🍻']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
19039,['No' 'Se' 'Enojen' '😁💙'],['lang2' 'lang2' 'lang2' 'other']
19040,['@Martin3zz10' 'Ew' 'Yo' '?' 'Nuncaaa' '😷'],['other' 'unk' 'lang2' 'other' 'lang2' 'other']
19041,['@Martin3zz10' 'Kien' 'Va' 'Ganando' '?' 'o:' '😂😂😂😂'],['other' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']
19042,['Unos' 'Tacos' 'De' 'Birria' 'Para' 'Mañana' '😂😂' 'Hahaha' '💙⚽️'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other']
19043,['Otrooo' 'Goool' '😎⚽️💙'],['lang2' 'lang2' 'other']
19044,['No' 'que' 'no' '(;'],['lang2' 'lang2' 'lang2' 'other']
19045,['Eso' 'Tuvo' 'Bien'],['lang2' 'lang2' 'lang2']
19046,['@Martin3zz10' 'Se' 'Vale' 'Soñar' '(;'],['other' 'lang2' 'lang2' 'lang2' 'other']
19047,"['“' '@MfChapo' ':' 'Vamos' '@Cruz_Azul_FC' 'a' 'ganar' 'hoy' 'y' 'sumar'
 'los' '3' 'puntos' ',' 'a' 'seguir' 'de' 'lideres' 'ahuevo' '!' '💙' '”']","['other' 'other' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'other']"
19048,['Ya' 'no' 'va' 'caver'],['lang2' 'lang2' 'lang2' 'lang2']
19049,['Tu' 'I' 'yo' 'Bailando' 'el' 'botecito' '😁😁' '❤' '️'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']
19050,['Ami' 'No' 'Me' 'Importa' 'Tu' 'Pasado' '😊'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19051,['Esa' 'chicaa' 'Te' 'Enamora' 'I' 'Luego' 'Se' 'va' 'De' 'Puuta' '😎🎧'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
19052,['Cuando' 'Me' 'Miras' 'A' 'Los' 'Hojos' '😍🔫😍🔫😍🔫'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19053,['Contestame' '😐😩😍😁' '❤' '️'],['lang2' 'other' 'other' 'other']
19054,['Le' 'Gusta' 'la' 'bachata' '😛'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
19055,['@farfan900103' 'Si' '😌👌'],['other' 'lang2' 'other']
19056,['La' 'Traicion' 'De' 'Un' 'Amigo' '>' '🎧💕'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
19057,['@chelita1123' 'Averla' 'homie' '😂'],['other' 'lang2' 'lang1' 'other']
19058,['Uff' '😌👌💕'],['lang2' 'other']
19059,"['entiendo' 'que' 'yo' 'no' 'soy' 'un' 'santo' 'pero' 'de' 'cabrón' 'te'
 'quise' 'tanto' ',' 'mala' 'noticia' 'vuelvo' 'a' 'enterarme' 'a' 'que'
 'buen' 'pretexto' 'pa' 'olvidarte']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
19060,"['Dime' 'si' 'el' 'tambien' 'te' 'dio' 'su' 'amor' 'sin' 'condiciones'
 '........' 'dime' 'si' 'es' 'metira' 'si' 'crees' 'ke' 'el' 'te' 'ama'
 'como' 'yo' 'te' 'ame']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
19061,['Dime' 'si' 'el' 'tambien' 'te' 'abla' 'boonito' 'por' 'las' 'npches'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']"
19062,"['Porque' 'la' 'huesuda' 'no' 'tiene' 'respeto' 'se' 'lleva' 'de' 'todo'
 'agarra' 'parejo' '...']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']"
19063,"['Por' 'eso' 'aprovecho' 'de' 'cada' 'momento' 'pues' 'consiente' 'estoy'
 'de' 'que' 'no' 'soy' 'eterno' 'por' 'eso' 'la' 'paso' 'contento' 'en'
 'la' 'peda']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2']"
19064,"['@Gaaybee' 'las' 'dos' 'se' 'ponen' 'de' 'acuerdo' 'nomas' 'porke'
 'parecen' 'metrayetas' 'con' 'sus' 'pedos' 'lol']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1']"
19065,['Y' 'me' 'pase' 'deveras' 'pero' 'te' 'lo' 'mereces'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19066,"['Que' 'me' 'vieron' 'enfiestado' 'que' 'no' 'estoy' 'enamorado' 'no'
 'hagas' 'caso' 'me' 'traes' 'bien' 'entrado']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
19067,"['Si' 'te' 'dicen' 'que' 'soy' 'vago' ',' 'mujeriego' 'y' 'parrandero'
 'no' 'hagas' 'caso' 'que' 'yo' 'a' 'ti' 'te' 'quiero']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']"
19068,['Ya' 'no' 'me' 'importa' 'yo' 'kiero' 'estar' 'contigo'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19069,"['Encontrarme' 'a' 'alguien' 'como' 'tu' ',' 'con' 'esa' 'sencillez' 'que'
 'te' 'caracteriza' ',' 'no' 'a' 'sido' 'una' 'tarea' 'nada' 'fácil' 'por'
 'que' 'tu' 'eres' 'única' ',']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
19070,['Vienes' 'me' 'ilusionas' 'me' 'confundes' 'y' 'te' 'vas'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19071,['No' 'okupas' 'korona' 'para' 'ser' 'mi' 'reyna'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19072,['Pero' 'ya' 'no' 'me' 'Rio' 'kuzs' 'luego' 'me' 'va' 'peor' 'ami'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']"
19073,['Con' 'salsita' 'y' 'limon' 'y' 'sal'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19074,['No' 'eres' 'tu' 'soy' 'yo'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19075,['Pero' 'ya' 'no' 'traigo' 'dinero' 'mhm'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'unk']
19076,['Pensando' '*'],['lang2' 'other']
19077,['Paloma' 'negra' 'paloma' 'negra' 'donde' 'andaras'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19078,"['Y' 'ya' 'ven' 'amis' 'brazos' 'que' 'si' 'esta' 'dormido' 'no'
 'escuchara' 'el' 'ruido' 'que' 'harán' 'en' 'tus' 'zapatos']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
19079,['Parece' 'ke' 'traigo' 'piedras' 'en' 'las' 'orejas' 'mhm'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19080,"['Perdi' 'juge' 'con' 'una' 'diabla' 'ke' 'es' 'experta' 'en' 'el' 'amor'
 'y' 'perdi']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2']"
19081,"['Aunke' 'no' 'okupas' 'disculparte' 'por' 'ke' 'el' 'consiente' 'esta'
 'ke' 'te' 'mueres' 'por' 'ke' 'este' 'yo' 'en' 'su' 'lugar']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']"
19082,"['Lo' 'ke' 'pasamos' 'tu' 'y' 'yo' 'no' 'se' 'da' 'a' 'la' 'vuelta' 'de'
 'la' 'eskina']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
19083,['Si' 'una' 'no' 'esta' 'pos' 'me' 'voy' 'con' 'la' 'otra' 'ha'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']"
19084,['Otro' 'gooooool' '!!!!!'],['lang2' 'lang2' 'other']
19085,['Ya' 'no' 'me' 'importa' '-' 'siggno'],['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2']
19086,"['Yo' 'y' 'tu' 'nos' 'vamos' 'a' 'casar' 'kuando' 'kumpla' '18' 'ya' 'lo'
 'decidi']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2']"
19087,['Asu' 'asta' 'yo'],['lang2' 'lang2' 'lang2']
19088,"['Ando' 'bien' 'pedo' 'bien' 'loko' 'kantandole' 'al' 'rekuerdo' 'kis'
 'penas']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']"
19089,['Spm' '♥♥♥' '>>>>'],['lang2' 'other' 'other']
19090,"['yo' 'tengo' 'un' 'nombre' 'popular' 'y' 'apellidos' 'comerciales' 'pero'
 'te' 'lleve' 'a' 'la' 'cama' 'sin' 'tener' 'buenos' 'modales']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
19091,"['y' 'ojala' 'que' 'el' 'puño' 'de' 'diamantes' 'que' 'el' 'te' 'a'
 'prometidosobornen' 'tus' 'ansias' 'cuando' 'sientas' 'ganas' 'de'
 'jugar' 'conmigo']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']"
19092,"['procura' 'fingir' 'que' 'nadie' 'a' 'navegado' 'por' 'tu' 'lindo'
 'cuerpo' 'que' 'nadie' 'beso' 'la' 'cicatriz' 'pequeña' 'que' 'adorna'
 'tu' 'espalda']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']"
19093,['Mujer' 'de' 'piedra' 'tu' 'no' 'tienes' 'corazon'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19094,"['Tal' 'vez' 'lo' 'conozcas' 'si' 'te' 'cuento' 'un' 'poco' ',' 'es' 'muy'
 'buena' 'onda' 'y' 'le' 'gustan' 'tus' 'ojos' ',' 'es' 'un' 'caballero'
 ',' 'formal' 'y' 'discreto']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2']"
19095,['Adivina' 'kien' 'se' 'muere' 'por' 'ti' '??'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
19096,"['Somos' 'como' 'arena' 'ke' 'no' 'se' 'despega' 'pues' 'te' 'sigo'
 'amando']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']"
19097,['Mas' 'ke' 'una' 'diosa' '>>>'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
19098,['@Nathaliaa_Bitch' 'sere' 'tu' 'pendeja' 'lol'],['other' 'lang2' 'lang2' 'lang2' 'lang2']
19099,['Ya' 'mejor' 'matenme'],['lang2' 'lang2' 'lang2']
19100,"['Ellas' 'son' 'las' 'ke' 'estan' 'pendejas' 'porke' 'creen' 'ke' 'me'
 'asen' 'pendeja']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2']"
19101,['Pero' 'entendi' 'mal'],['lang2' 'lang2' 'lang2']
19102,['Me' 'kiero' 'is' 'a' 'españa' 'a' 'vivir'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19103,"['Yo' 'por' 'ti' 'dejo' 'de' 'ser' 'parrandero' 'bago' 'y' 'mujeriego' 'y'
 'lo' 'tomador']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2']"
19104,['Pero' 'asi' 'me' 'lo' 'toy' 'comiendo'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19105,['Y' 'como' 'as' 'cambiado'],['lang2' 'lang2' 'lang2' 'lang2']
19106,['Pero' 'esa' 'nomas' 'taba' 'tragando'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19107,"['La' 'ultima' 'sombra' 'ahora' 'me' 'han' 'apodado' 'Pues' 'cuando'
 'aparezco' 'los' 'hago' 'pedasos' 'Mis' 'dedos' ',' 'mis' 'manos' ','
 'verlos' 'al' 'matarlos']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2']"
19108,['Echandome' 'mi' 'ultima' 'peda' 'antes' 'de' 'irme'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19109,['Ay' 'mama'],['lang2' 'lang2']
19110,"['Ahora' 'resulta' 'muñekita' 'ahora' 'resulta' 'maldita' 'puta' 'antes'
 'de' 'mi' 'tu' 'no' 'eras' 'nada']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
19111,['Es' 'de' 'miedo'],['lang2' 'lang2' 'lang2']
19112,"['como' 'te' 'explico' 'no' 'ha' 'de' 'servir' 'para' 'nada' 'el'
 'camarada' 'pero' 'cubrira' 'tus' 'gastos' 'interesada']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
19113,"['Y' 'como' 'soy' 'de' 'la' 'cuadra' 'ya' 'no' 'te' 'cuadra' 'mi' 'nivel'
 'no' 'es' 'tu' 'nivel' 'y' 'estas' 'con' 'el' 'subiste' 'de' 'categoria'
 'en' 'solo' 'un' 'dia']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
19114,['Comprate' 'un' 'boske' 'y' 'pierdete'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19115,"['Es' 'ke' 'la' 'vida' 'me' 'la' 'devolvieras' 'yo' 'no' 'falle' 'ni'
 'pensaba' 'fallar']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2']"
19116,['Lo' 'legal' 'es' 'ke' 'tus' 'besos' 'me' 'pertenecieran'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19117,['No' 'me' 'presiones' 'si' 'te' 'kiero' 'pero' 'no' 'te' 'amo'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']"
19118,['Dame' 'mas' 'gasolina'],['lang2' 'lang2' 'lang2']
19119,['Para' 'no' 'perderte' 'dame' 'una' 'leccion'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
19120,"['Ora' 'si' 'ya' 'me' 'voy' 'a' 'dormir' 'a' 'la' 'chingada' 'pa' 'en'
 'la' 'noche' 'ir' 'a' 'la' 'disko']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
19121,['Ay' '10%' '<<<'],['lang2' 'other' 'other']
19122,['Aki' 'todavia' 'pistiando'],['lang2' 'lang2' 'lang2']
19123,"['Haci' 'naci' 'de' 'borracho' 'alterado' 'cochino' 'tambien' 'mujeriego'
 ';)']",['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
